id,city,state,country,lon,lat
NCT03093974,Frankston,NA,Australia,145.135722,-38.1466246
NCT03093974,Greenslopes,NA,Australia,153.0513859,-27.5080911
NCT03093974,Melbourne,NA,Australia,144.9630576,-37.8136276
NCT03093974,Nedlands,NA,Australia,115.8057894,-31.9787216
NCT03093974,New Lambton Heights,NA,Australia,151.6970607,-32.9247631
NCT03093974,South Brisbane,NA,Australia,153.0134124,-27.4743523
NCT03093974,Spearwood,NA,Australia,115.7826495,-32.1037193
NCT03093974,Westmead,NA,Australia,150.9869597,-33.8085661
NCT03093974,Gent,NA,Belgium,3.7303351,51.0500182
NCT03093974,Roeselare,NA,Belgium,3.1292766,50.9498725
NCT03093974,Berlin,NA,Germany,13.404954,52.52000659999999
NCT03093974,Berlin,NA,Germany,13.404954,52.52000659999999
NCT03093974,Essen,NA,Germany,7.0115552,51.4556432
NCT03093974,Frankfurt am Main,NA,Germany,8.6821267,50.1109221
NCT03093974,Frankfurt am Main,NA,Germany,8.6821267,50.1109221
NCT03093974,Hamburg,NA,Germany,9.9936818,53.5510846
NCT03093974,Hannover,NA,Germany,9.732010400000002,52.3758916
NCT03093974,Lübeck,NA,Germany,10.6865593,53.8654673
NCT03093974,Muenchen,NA,Germany,11.5819806,48.1351253
NCT03093974,München,NA,Germany,11.5819806,48.1351253
NCT03093974,Münster,NA,Germany,7.6261347,51.9606649
NCT03093974,Athens,NA,Greece,23.7275388,37.9838096
NCT03093974,Haifa,NA,Israel,34.989571,32.7940463
NCT03093974,Jerusalem,NA,Israel,35.21371,31.768319
NCT03093974,Kfar Saba,NA,Israel,34.90761,32.178195
NCT03093974,Petah Tikva,NA,Israel,34.887762,32.084041
NCT03093974,Reẖovot,NA,Israel,34.811272,31.892773
NCT03093974,Tsrifin,NA,Israel,34.840566,31.957328
NCT03093974,Orbassano,TO,Italy,7.5353625,45.00572649999999
NCT03093974,Bari,NA,Italy,12.56738,41.87194
NCT03093974,Brescia,NA,Italy,10.2118019,45.5415526
NCT03093974,Foggia,NA,Italy,15.5446302,41.4621984
NCT03093974,Milano,NA,Italy,9.189982,45.464203500000004
NCT03093974,Monza,NA,Italy,9.2744485,45.5845001
NCT03093974,Palermo,NA,Italy,13.3614868,38.11569
NCT03093974,Palermo,NA,Italy,13.3614868,38.11569
NCT03093974,Pavia,NA,Italy,9.1582069,45.1847248
NCT03093974,Pisa,NA,Italy,11.7566298,45.1738544
NCT03093974,Roma,NA,Italy,12.4801802,41.8723722
NCT03093974,Groningen,NA,Netherlands,6.566501799999999,53.2193835
NCT03093974,Auckland,NA,New Zealand,174.7644881,-36.85088270000001
NCT03093974,Auckland,NA,New Zealand,174.7644881,-36.85088270000001
NCT03093974,Christchurch,NA,New Zealand,172.6305589,-43.5320214
NCT03093974,Dunedin,NA,New Zealand,170.5005957,-45.8795455
NCT03093974,Hamilton West,NA,New Zealand,175.2811379,-37.7983156
NCT03093974,Aveiro,NA,Portugal,-8.6537539,40.6405055
NCT03093974,Braga,NA,Portugal,-8.426506999999999,41.5454486
NCT03093974,Coimbra,NA,Portugal,-8.4102573,40.2033145
NCT03093974,Guimarães,NA,Portugal,-8.2917857,41.44253
NCT03093974,Lisboa,NA,Portugal,-9.1393366,38.7222524
NCT03093974,Loures,NA,Portugal,-9.1741095,38.831549
NCT03093974,Porto,NA,Portugal,-8.629105299999999,41.1579438
NCT03093974,Porto,NA,Portugal,-8.629105299999999,41.1579438
NCT03093974,Vila Nova De Gaia,NA,Portugal,-8.611785099999999,41.1238759
NCT03093974,A Coruña,NA,Spain,-8.4115401,43.3623436
NCT03093974,Barcelona,NA,Spain,2.168568,41.3873974
NCT03093974,Barcelona,NA,Spain,2.168568,41.3873974
NCT03093974,Barcelona,NA,Spain,2.168568,41.3873974
NCT03093974,Lleida,NA,Spain,0.6200205999999999,41.61772209999999
NCT03093974,Madrid,NA,Spain,-3.7037902,40.4167754
NCT03093974,Madrid,NA,Spain,-3.7037902,40.4167754
NCT03093974,Santander,NA,Spain,-3.74922,40.46366700000001
NCT03093974,Sevilla,NA,Spain,-5.9844589,37.3890924
NCT03093974,Torrejón de Ardoz,NA,Spain,-3.4754967,40.4567552
NCT03093974,Usansolo,NA,Spain,-2.8190749,43.2187353
NCT03093974,Valencia,NA,Spain,-0.7532808999999999,39.4840108
NCT03093974,Valencia,NA,Spain,-0.7532808999999999,39.4840108
NCT03093974,Saint Gallen,NA,Switzerland,9.3767173,47.4244818
NCT03093974,Cambridge,NA,United Kingdom,0.1312729,52.1950788
NCT03093974,Cardiff,NA,United Kingdom,-3.1680962,51.483707
NCT03093974,Dundee,NA,United Kingdom,-2.970721,56.462018
NCT03093974,Edinburgh,NA,United Kingdom,-3.188267,55.953252
NCT03093974,Gillingham,NA,United Kingdom,0.551438,51.386322
NCT03093974,Glasgow,NA,United Kingdom,-4.251806,55.864237
NCT03093974,Kirkcaldy,NA,United Kingdom,-3.158137,56.1168249
NCT03093974,Liverpool,NA,United Kingdom,-2.9915726,53.4083714
NCT03093974,Llanelli,NA,United Kingdom,-4.160248,51.680886
NCT03093974,London,NA,United Kingdom,-0.1275862,51.5072178
NCT03093974,Manchester,NA,United Kingdom,-2.2426305,53.4807593
NCT03093974,Newcastle upon Tyne,NA,United Kingdom,-1.61778,54.978252
NCT03093974,Worcester,NA,United Kingdom,-2.221575,52.193636
NCT03147651,Haifa,NA,Israel,34.989571,32.7940463
NCT03218917,Birmingham,Alabama,United States,-86.8103567,33.5185892
NCT03218917,Peoria,Arizona,United States,-112.2373779,33.5805955
NCT03218917,Newport Beach,California,United States,-117.9298493,33.6188829
NCT03218917,Palm Springs,California,United States,-116.5452921,33.8302961
NCT03218917,Sacramento,California,United States,-121.4943996,38.5815719
NCT03218917,Stanford,California,United States,-122.1660756,37.42410599999999
NCT03218917,Denver,Colorado,United States,-104.990251,39.7392358
NCT03218917,Farmington,Connecticut,United States,-72.79502699999999,41.7360305
NCT03218917,Washington,District of Columbia,United States,-77.0368707,38.9071923
NCT03218917,Celebration,Florida,United States,-81.5407793,28.3188815
NCT03218917,Clearwater,Florida,United States,-82.8001026,27.9658533
NCT03218917,Gainesville,Florida,United States,-82.32482619999999,29.6516344
NCT03218917,Miami Lakes,Florida,United States,-80.30866189999999,25.9087056
NCT03218917,Miami,Florida,United States,-80.1917902,25.7616798
NCT03218917,Sarasota,Florida,United States,-82.5310117,27.336465
NCT03218917,Atlanta,Georgia,United States,-84.3879824,33.7489954
NCT03218917,Chicago,Illinois,United States,-87.6297982,41.8781136
NCT03218917,Iowa City,Iowa,United States,-91.5301683,41.6611277
NCT03218917,New Orleans,Louisiana,United States,-90.0715323,29.95106579999999
NCT03218917,Baltimore,Maryland,United States,-76.6121893,39.2903848
NCT03218917,Towson,Maryland,United States,-76.6019125,39.4014955
NCT03218917,Westminster,Maryland,United States,-76.9958149,39.5753791
NCT03218917,Ann Arbor,Michigan,United States,-83.7430378,42.2808256
NCT03218917,New York,New York,United States,-74.0059728,40.7127753
NCT03218917,New York,New York,United States,-74.0059728,40.7127753
NCT03218917,Chapel Hill,North Carolina,United States,-79.0558445,35.9131996
NCT03218917,Charlotte,North Carolina,United States,-80.8431267,35.2270869
NCT03218917,Winston-Salem,North Carolina,United States,-80.244216,36.09985959999999
NCT03218917,Cleveland,Ohio,United States,-81.6943605,41.49932
NCT03218917,Cleveland,Ohio,United States,-81.6943605,41.49932
NCT03218917,Portland,Oregon,United States,-122.6783853,45.515232
NCT03218917,Philadelphia,Pennsylvania,United States,-75.1652215,39.9525839
NCT03218917,Philadelphia,Pennsylvania,United States,-75.1652215,39.9525839
NCT03218917,Mesquite,Texas,United States,-96.5991593,32.76679550000001
NCT03218917,Tyler,Texas,United States,-95.30106239999999,32.3512601
NCT03218917,Tacoma,Washington,United States,-122.4442906,47.2528768
NCT03218917,Concord,New South Wales,Australia,151.1033131,-33.8559625
NCT03218917,Brisbane,Queensland,Australia,153.0260341,-27.4704528
NCT03218917,Brisbane,Queensland,Australia,153.0260341,-27.4704528
NCT03218917,Chermside,Queensland,Australia,153.0310009,-27.3858322
NCT03218917,Adelaide,South Australia,Australia,138.6007456,-34.9284989
NCT03218917,Kent Town,South Australia,Australia,138.6188177,-34.9202708
NCT03218917,Box Hill,Victoria,Australia,145.1238563,-37.8181073
NCT03218917,Melbourne,Victoria,Australia,144.9630576,-37.8136276
NCT03218917,Nedlands,Western Australia,Australia,115.8057894,-31.9787216
NCT03218917,Leuven,Vlaams Brabant,Belgium,4.7137645,50.8822871
NCT03218917,Razgrad,Momina,Bulgaria,26.5411164,43.53367189999999
NCT03218917,Plovdiv,NA,Bulgaria,24.7452904,42.1354079
NCT03218917,Sliven,NA,Bulgaria,26.3228685,42.6816536
NCT03218917,Stara Zagora,NA,Bulgaria,25.6344644,42.4257769
NCT03218917,Hvidovre,Capital Region,Denmark,12.475386,55.64252200000001
NCT03218917,Aarhus,NA,Denmark,10.1660237,56.1998772
NCT03218917,Roskilde,NA,Denmark,12.087845,55.64191
NCT03218917,Donaustauf,Bavaria,Germany,12.2073854,49.0324537
NCT03218917,Munich,Bavaria,Germany,11.5819806,48.1351253
NCT03218917,Nuernberg,Bayern,Germany,11.0766654,49.4521018
NCT03218917,Frankfurt,Hessen,Germany,8.6821267,50.1109221
NCT03218917,Frankfurt,Hessen,Germany,8.6821267,50.1109221
NCT03218917,Essen,NRW,Germany,7.0115552,51.4556432
NCT03218917,Borstel,Schleswig-Holstein,Germany,9.7984239,53.9688715
NCT03218917,Jena,Thuringen,Germany,11.5892372,50.927054
NCT03218917,Berlin,NA,Germany,13.404954,52.52000659999999
NCT03218917,München,NA,Germany,11.5819806,48.1351253
NCT03218917,Milan,Lombardia,Italy,9.189982,45.464203500000004
NCT03218917,Monza,Monza E Brianza,Italy,9.2744485,45.5845001
NCT03218917,Pisa,Via Paradisa 2,Italy,10.442904,43.7066007
NCT03218917,Pavia,NA,Italy,9.1582069,45.1847248
NCT03218917,Telese Terme,NA,Italy,14.5262026,41.2167594
NCT03218917,Incheon,Jung-gu,"Korea, Republic of",126.6214796,37.4737341
NCT03218917,Incheon,Namdong-gu,"Korea, Republic of",126.7319416,37.4469893
NCT03218917,Gwangju,NA,"Korea, Republic of",126.8526012,35.1595454
NCT03218917,Incheon,NA,"Korea, Republic of",126.7052062,37.4562557
NCT03218917,Seoul,NA,"Korea, Republic of",126.9779692,37.566535
NCT03218917,Seoul,NA,"Korea, Republic of",126.9779692,37.566535
NCT03218917,Seoul,NA,"Korea, Republic of",126.9779692,37.566535
NCT03218917,Seoul,NA,"Korea, Republic of",126.9779692,37.566535
NCT03218917,Seoul,NA,"Korea, Republic of",126.9779692,37.566535
NCT03218917,Alkmaar,NA,Netherlands,4.753375399999999,52.6323813
NCT03218917,Breda,NA,Netherlands,4.768323,51.5719149
NCT03218917,Nijmegen,NA,Netherlands,5.842828099999999,51.8448837
NCT03218917,Sittard,NA,Netherlands,5.8864788,51.0006238
NCT03218917,Tauranga,BOP,New Zealand,176.1654272,-37.6869653
NCT03218917,Hastings,Hawkes Bay,New Zealand,176.8304088,-39.6302214
NCT03218917,Dunedin,Otago,New Zealand,170.5005957,-45.8795455
NCT03218917,Hamilton,Waikato,New Zealand,175.2527624,-37.7825893
NCT03218917,Auckland,NA,New Zealand,174.7644881,-36.85088270000001
NCT03218917,Wrocław,Dolnośląskie,Poland,17.0385376,51.1078852
NCT03218917,Kraków,NA,Poland,19.9449799,50.06465009999999
NCT03218917,Kraków,NA,Poland,19.9449799,50.06465009999999
NCT03218917,Sucha Beskidzka,NA,Poland,19.5771139,49.7311978
NCT03218917,Łódź,NA,Poland,19.4559833,51.7592485
NCT03218917,Singapore,NA,Singapore,103.8593528,1.3035192
NCT03218917,Singapore,NA,Singapore,103.8593528,1.3035192
NCT03218917,Barcelona,NA,Spain,2.168568,41.3873974
NCT03218917,Barcelona,NA,Spain,2.168568,41.3873974
NCT03218917,Barcelona,NA,Spain,2.168568,41.3873974
NCT03218917,Girona,NA,Spain,2.8214264,41.9794005
NCT03218917,Valencia,NA,Spain,-0.7532808999999999,39.4840108
NCT03218917,Dundee,Angus,United Kingdom,-2.970721,56.462018
NCT03218917,Cambridge,Cambridgeshire,United Kingdom,0.1312729,52.1950788
NCT03218917,Blackpool,Lancashire,United Kingdom,-3.0370485,53.81674229999999
NCT03218917,Liverpool,Merseyside,United Kingdom,-2.9915726,53.4083714
NCT03218917,Edinburgh,Scotland,United Kingdom,-3.188267,55.953252
NCT03218917,Chertsey,Surrey,United Kingdom,-0.509456,51.386491
NCT03218917,Wolverhampton,West Midlands,United Kingdom,-2.1256587,52.5868159
NCT03218917,London,NA,United Kingdom,-0.1275862,51.5072178
NCT03218917,Manchester,NA,United Kingdom,-2.2426305,53.4807593
NCT03218917,Southampton,NA,United Kingdom,-1.4049018,50.9105468
NCT03428334,Hong Kong,NA,Hong Kong,114.1693611,22.3193039
NCT03460704,Newport Beach,California,United States,-117.9298493,33.6188829
NCT03460704,Palm Springs,California,United States,-116.5452921,33.8302961
NCT03460704,Reseda,California,United States,-118.5360517,34.2011141
NCT03460704,San Diego,California,United States,-117.1610838,32.715738
NCT03460704,San Diego,California,United States,-117.1610838,32.715738
NCT03460704,Centennial,Colorado,United States,-104.8771726,39.5807452
NCT03460704,Jacksonville,Florida,United States,-81.65565099999999,30.3321838
NCT03460704,Kissimmee,Florida,United States,-81.40757099999999,28.2919557
NCT03460704,Orlando,Florida,United States,-81.3789269,28.5383832
NCT03460704,Saint Petersburg,Florida,United States,-82.64029149999999,27.7676008
NCT03460704,Saint Petersburg,Florida,United States,-82.64029149999999,27.7676008
NCT03460704,Weston,Florida,United States,-80.3997748,26.1003654
NCT03460704,Chicago,Illinois,United States,-87.6297982,41.8781136
NCT03460704,Michigan City,Indiana,United States,-86.8950297,41.70753939999999
NCT03460704,Louisville,Kentucky,United States,-85.7584557,38.2526647
NCT03460704,Rochester,Minnesota,United States,-92.4801989,44.0121221
NCT03460704,Chesterfield,Missouri,United States,-90.5770675,38.6631083
NCT03460704,Lebanon,New Hampshire,United States,-72.2517569,43.6422934
NCT03460704,New York,New York,United States,-74.0059728,40.7127753
NCT03460704,Chapel Hill,North Carolina,United States,-79.0558445,35.9131996
NCT03460704,Durham,North Carolina,United States,-78.898619,35.9940329
NCT03460704,Winston-Salem,North Carolina,United States,-80.244216,36.09985959999999
NCT03460704,Portland,Oregon,United States,-122.6783853,45.515232
NCT03460704,Tyler,Texas,United States,-95.30106239999999,32.3512601
NCT03460704,Abingdon,Virginia,United States,-81.9773482,36.70983349999999
NCT03460704,Richmond,Virginia,United States,-77.4360481,37.5407246
NCT03460704,Northwest,Washington,United States,-77.04493269999999,38.9380912
NCT03460704,Buenos Aires,NA,Argentina,-58.3815591,-34.6036844
NCT03460704,Buenos Aires,NA,Argentina,-58.3815591,-34.6036844
NCT03460704,Buenos Aires,NA,Argentina,-58.3815591,-34.6036844
NCT03460704,Buenos Aires,NA,Argentina,-58.3815591,-34.6036844
NCT03460704,Buenos Aires,NA,Argentina,-58.3815591,-34.6036844
NCT03460704,Buenos Aires,NA,Argentina,-58.3815591,-34.6036844
NCT03460704,Ciudad Autónoma de Buenos Aires,NA,Argentina,-58.3815591,-34.6036844
NCT03460704,Ciudad Autónoma de Buenos Aires,NA,Argentina,-58.3815591,-34.6036844
NCT03460704,Quilmes,NA,Argentina,-58.25460510000001,-34.7206336
NCT03460704,Santa Fe,NA,Argentina,-60.697294,-31.6106578
NCT03460704,Tucumán,NA,Argentina,-65.2175903,-26.8082848
NCT03460704,Adelaide,NA,Australia,138.6007456,-34.9284989
NCT03460704,Brisbane,NA,Australia,153.0260341,-27.4704528
NCT03460704,Kent Town,NA,Australia,138.6188177,-34.9202708
NCT03460704,Murdoch,NA,Australia,115.8425735,-32.0698917
NCT03460704,South Brisbane,NA,Australia,153.0134124,-27.4743523
NCT03460704,Sydney,NA,Australia,151.2092955,-33.8688197
NCT03460704,Burlington,NA,Canada,-79.7990319,43.3255196
NCT03460704,Kelowna,NA,Canada,-119.4960106,49.8879519
NCT03460704,London,NA,Canada,-106.346771,56.130366
NCT03460704,Montréal,NA,Canada,-73.567256,45.5016889
NCT03460704,Ottawa,NA,Canada,-75.69719309999999,45.4215296
NCT03460704,Quebec City,NA,Canada,-71.2079809,46.8138783
NCT03460704,Winnipeg,NA,Canada,-97.13837439999999,49.895136
NCT03460704,Amiens,NA,France,2.295753,49.894067
NCT03460704,Brest,NA,France,-4.486076,48.390394
NCT03460704,Créteil,NA,France,2.455572,48.790367
NCT03460704,Grenoble,NA,France,5.724524,45.188529
NCT03460704,Lyon,NA,France,4.835659,45.764043
NCT03460704,Montpellier,NA,France,3.876716,43.610769
NCT03460704,Nice,NA,France,2.213749,46.227638
NCT03460704,Pessac,NA,France,-0.630386,44.80583
NCT03460704,Reims,NA,France,4.031696,49.258329
NCT03460704,Toulouse,NA,France,1.444209,43.604652
NCT03460704,Frankfurt,NA,Germany,8.6821267,50.1109221
NCT03460704,Hanover,NA,Germany,9.732010400000002,52.3758916
NCT03460704,Athens,NA,Greece,23.7275388,37.9838096
NCT03460704,Haifa,NA,Israel,34.989571,32.7940463
NCT03460704,Jerusalem,NA,Israel,35.21371,31.768319
NCT03460704,Kfar Saba,NA,Israel,34.90761,32.178195
NCT03460704,Milano,NA,Italy,9.189982,45.464203500000004
NCT03460704,Monza,NA,Italy,9.2744485,45.5845001
NCT03460704,Christchurch,NA,New Zealand,172.6305589,-43.5320214
NCT03460704,Havelock North,NA,New Zealand,176.8771552,-39.6702241
NCT03460704,Mount Cook,NA,New Zealand,170.1417883,-43.5949749
NCT03460704,Tauranga,NA,New Zealand,176.1654272,-37.6869653
NCT03460704,Białystok,NA,Poland,23.1688403,53.13248859999999
NCT03460704,Bielsko-Biala,NA,Poland,19.0583845,49.8223768
NCT03460704,Cracovia,NA,Poland,19.9449799,50.06465009999999
NCT03460704,Grudziądz,NA,Poland,18.753565,53.4837486
NCT03460704,Legnica,NA,Poland,16.1553231,51.2070067
NCT03460704,Lublin,NA,Poland,22.5684463,51.2464536
NCT03460704,Ostrowiec Świętokrzyski,NA,Poland,21.3851915,50.9295234
NCT03460704,Piaseczno,NA,Poland,21.0238602,52.0811536
NCT03460704,Proszowice,NA,Poland,20.2890751,50.1921916
NCT03460704,Rzeszów,NA,Poland,21.9991196,50.0411867
NCT03460704,Sosnowiec,NA,Poland,19.1040791,50.28626380000001
NCT03460704,Warszawa,NA,Poland,21.0122287,52.2296756
NCT03460704,Wrocław,NA,Poland,17.0385376,51.1078852
NCT03460704,Łódź,NA,Poland,19.4559833,51.7592485
NCT03460704,Guimarães,NA,Portugal,-8.2917857,41.44253
NCT03460704,Lisboa,NA,Portugal,-9.1393366,38.7222524
NCT03818646,Papworth Everard,Cambridgeshire,United Kingdom,-0.116833,52.24797
NCT03988816,São Paulo,SP,Brazil,-46.6395571,-23.5557714
NCT04010799,Frankfurt/Main,NA,Germany,8.6821267,50.1109221
NCT04017312,New York,New York,United States,-74.0059728,40.7127753
NCT04017312,Nashville,Tennessee,United States,-86.7816016,36.1626638
NCT04122547,Songkhla,NA,Thailand,100.5953813,7.189765899999998
NCT04170114,Istanbul,NA,Turkey,28.9783589,41.0082376
NCT04278040,Moscow,NA,Russian Federation,37.6173,55.755826
NCT04322929,Hong Kong,NA,Hong Kong,114.1693611,22.3193039
NCT04538859,Hong Kong,Please Select,Hong Kong,114.1693611,22.3193039
NCT04594369,Birmingham,Alabama,United States,-86.8103567,33.5185892
NCT04594369,Conway,Arkansas,United States,-92.4366522,35.0917506
NCT04594369,Little Rock,Arkansas,United States,-92.2880157,34.7444618
NCT04594369,Fresno,California,United States,-119.7871247,36.7377981
NCT04594369,Los Angeles,California,United States,-118.2436849,34.0522342
NCT04594369,Los Angeles,California,United States,-118.2436849,34.0522342
NCT04594369,Newport Beach,California,United States,-117.9298493,33.6188829
NCT04594369,Northridge,California,United States,-118.530123,34.2381251
NCT04594369,Palm Springs,California,United States,-116.5452921,33.8302961
NCT04594369,Palm Springs,California,United States,-116.5452921,33.8302961
NCT04594369,Sacramento,California,United States,-121.4943996,38.5815719
NCT04594369,San Diego,California,United States,-117.1610838,32.715738
NCT04594369,San Diego,California,United States,-117.1610838,32.715738
NCT04594369,Santa Barbara,California,United States,-119.6981901,34.4208305
NCT04594369,Ventura,California,United States,-119.2945199,34.2804923
NCT04594369,Denver,Colorado,United States,-104.990251,39.7392358
NCT04594369,Lafayette,Colorado,United States,-105.0897058,39.9935959
NCT04594369,Farmington,Connecticut,United States,-72.79502699999999,41.7360305
NCT04594369,Washington,District of Columbia,United States,-77.0368707,38.9071923
NCT04594369,Brandon,Florida,United States,-82.2859247,27.937801
NCT04594369,Clearwater,Florida,United States,-82.8001026,27.9658533
NCT04594369,Fort Lauderdale,Florida,United States,-80.13731740000001,26.1224386
NCT04594369,Gainesville,Florida,United States,-82.32482619999999,29.6516344
NCT04594369,Jacksonville,Florida,United States,-81.65565099999999,30.3321838
NCT04594369,Jacksonville,Florida,United States,-81.65565099999999,30.3321838
NCT04594369,Kissimmee,Florida,United States,-81.40757099999999,28.2919557
NCT04594369,Kissimmee,Florida,United States,-81.40757099999999,28.2919557
NCT04594369,Leesburg,Florida,United States,-81.87785819999999,28.810823
NCT04594369,Miami Lakes,Florida,United States,-80.30866189999999,25.9087056
NCT04594369,Miami,Florida,United States,-80.1917902,25.7616798
NCT04594369,Naples,Florida,United States,-81.7948103,26.1420358
NCT04594369,New Port Richey,Florida,United States,-82.7192671,28.2441768
NCT04594369,Orlando,Florida,United States,-81.3789269,28.5383832
NCT04594369,Orlando,Florida,United States,-81.3789269,28.5383832
NCT04594369,Plantation,Florida,United States,-80.23310359999999,26.1275862
NCT04594369,Saint Petersburg,Florida,United States,-82.64029149999999,27.7676008
NCT04594369,Saint Petersburg,Florida,United States,-82.64029149999999,27.7676008
NCT04594369,Sarasota,Florida,United States,-82.5310117,27.336465
NCT04594369,Sebring,Florida,United States,-81.440907,27.495592
NCT04594369,Atlanta,Georgia,United States,-84.3879824,33.7489954
NCT04594369,Augusta,Georgia,United States,-82.0105148,33.4734978
NCT04594369,Rincon,Georgia,United States,-81.2353612,32.2947732
NCT04594369,Chicago,Illinois,United States,-87.6297982,41.8781136
NCT04594369,Maywood,Illinois,United States,-87.8431155,41.8791979
NCT04594369,Iowa City,Iowa,United States,-91.5301683,41.6611277
NCT04594369,Kansas City,Kansas,United States,-94.62678729999999,39.11553139999999
NCT04594369,New Orleans,Louisiana,United States,-90.0715323,29.95106579999999
NCT04594369,New Orleans,Louisiana,United States,-90.0715323,29.95106579999999
NCT04594369,Baltimore,Maryland,United States,-76.6121893,39.2903848
NCT04594369,Columbia,Maryland,United States,-76.86104619999999,39.2037144
NCT04594369,Towson,Maryland,United States,-76.6019125,39.4014955
NCT04594369,Boston,Massachusetts,United States,-71.0588801,42.3600825
NCT04594369,Springfield,Massachusetts,United States,-72.589811,42.1014831
NCT04594369,Worcester,Massachusetts,United States,-71.8022934,42.2625932
NCT04594369,Rochester,Minnesota,United States,-92.4801989,44.0121221
NCT04594369,Chesterfield,Missouri,United States,-90.5770675,38.6631083
NCT04594369,Saint Louis,Missouri,United States,-90.19940419999999,38.6270025
NCT04594369,Lincoln,Nebraska,United States,-96.7025955,40.813616
NCT04594369,Omaha,Nebraska,United States,-95.9345034,41.2565369
NCT04594369,Toms River,New Jersey,United States,-74.1979458,39.9537358
NCT04594369,Bronx,New York,United States,-73.8648268,40.8447819
NCT04594369,New Hyde Park,New York,United States,-73.6879082,40.7351018
NCT04594369,New York,New York,United States,-74.0059728,40.7127753
NCT04594369,New York,New York,United States,-74.0059728,40.7127753
NCT04594369,Potsdam,New York,United States,-74.9813084,44.6697805
NCT04594369,Chapel Hill,North Carolina,United States,-79.0558445,35.9131996
NCT04594369,Charlotte,North Carolina,United States,-80.8431267,35.2270869
NCT04594369,Gastonia,North Carolina,United States,-81.1870849,35.2621735
NCT04594369,Huntersville,North Carolina,United States,-80.84285040000002,35.410694
NCT04594369,Winston-Salem,North Carolina,United States,-80.244216,36.09985959999999
NCT04594369,Cincinnati,Ohio,United States,-84.5120196,39.1031182
NCT04594369,Cleveland,Ohio,United States,-81.6943605,41.49932
NCT04594369,Cleveland,Ohio,United States,-81.6943605,41.49932
NCT04594369,Portland,Oregon,United States,-122.6783853,45.515232
NCT04594369,DuBois,Pennsylvania,United States,-78.7583257,41.1210115
NCT04594369,Philadelphia,Pennsylvania,United States,-75.1652215,39.9525839
NCT04594369,Anderson,South Carolina,United States,-82.6501332,34.5034394
NCT04594369,Charleston,South Carolina,United States,-79.93105120000001,32.7764749
NCT04594369,Rock Hill,South Carolina,United States,-81.02507840000001,34.9248667
NCT04594369,Franklin,Tennessee,United States,-86.8688899,35.9250637
NCT04594369,Dallas,Texas,United States,-96.79698789999999,32.7766642
NCT04594369,Galveston,Texas,United States,-94.7976958,29.3013479
NCT04594369,McKinney,Texas,United States,-96.6389342,33.1983388
NCT04594369,Mesquite,Texas,United States,-96.5991593,32.76679550000001
NCT04594369,San Antonio,Texas,United States,-98.4945922,29.4251905
NCT04594369,Tyler,Texas,United States,-95.30106239999999,32.3512601
NCT04594369,Salt Lake City,Utah,United States,-111.8910474,40.7607793
NCT04594369,Williamsburg,Virginia,United States,-76.7074571,37.2707022
NCT04594369,Vancouver,Washington,United States,-122.673865,45.6280277
NCT04594369,Ciudad Autónoma de Buenos Aires,Buenos Aires,Argentina,-58.3815591,-34.6036844
NCT04594369,Ciudad Autónoma de Buenos Aires,Buenos Aires,Argentina,-58.3815591,-34.6036844
NCT04594369,Ciudad Autónoma de Buenos Aires,Buenos Aires,Argentina,-58.3815591,-34.6036844
NCT04594369,Ciudad Autónoma de Buenos Aires,Buenos Aires,Argentina,-58.3815591,-34.6036844
NCT04594369,Ciudad Autónoma de BuenosAires,Buenos Aires,Argentina,-58.3815591,-34.6036844
NCT04594369,Ciudad Autónoma de BuenosAires,Buenos Aires,Argentina,-58.3815591,-34.6036844
NCT04594369,la Plata,Buenos Aires,Argentina,-57.95356570000001,-34.9204948
NCT04594369,Mar del Plata,Buenos Aires,Argentina,-57.5426106,-38.0054771
NCT04594369,Mar Del Plata,Buenos Aires,Argentina,-57.5426106,-38.0054771
NCT04594369,Villa Vatteone,Buenos Aires,Argentina,-58.26513660000001,-34.8302239
NCT04594369,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma De BuenosAires,Argentina,-58.3815591,-34.6036844
NCT04594369,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma De BuenosAires,Argentina,-58.3815591,-34.6036844
NCT04594369,City Of Mendoza,Mendoza,Argentina,-68.8458386,-32.8894587
NCT04594369,Rosario,Santa Fe,Argentina,-60.69304159999999,-32.9587022
NCT04594369,Rosario,Santa Fe,Argentina,-60.69304159999999,-32.9587022
NCT04594369,San Miguel de Tucumán,Tucumán,Argentina,-65.2175903,-26.8082848
NCT04594369,San Miguel de Tucumán,Tucumán,Argentina,-65.2175903,-26.8082848
NCT04594369,Córdoba,NA,Argentina,-64.1887761,-31.42008329999999
NCT04594369,Mendoza,NA,Argentina,-68.8458386,-32.8894587
NCT04594369,Rosario,NA,Argentina,-60.69304159999999,-32.9587022
NCT04594369,Santa Fe,NA,Argentina,-60.697294,-31.6106578
NCT04594369,Kogarah,New South Wales,Australia,151.1372588,-33.9643523
NCT04594369,New Lambton Heights,New South Wales,Australia,151.6970607,-32.9247631
NCT04594369,Westmead,New South Wales,Australia,150.9869597,-33.8085661
NCT04594369,Cairns North,Queensland,Australia,145.7594595,-16.9038525
NCT04594369,Chermside,Queensland,Australia,153.0310009,-27.3858322
NCT04594369,Greenslopes,Queensland,Australia,153.0513859,-27.5080911
